rank_group,rank_absolute,domain,title,url,image_url,snippet,time_published,timestamp
70,75,thanhnien.vn,"Chiến sự Ukraine ngày 701: HĐBA Liên Hiệp Quốc họp khẩn về chuyến bay chở 
tù binh",https://thanhnien.vn/chien-su-ukraine-ngay-701-hdba-lien-hiep-quoc-hop-khan-ve-chuyen-bay-cho-tu-binh-185240125201924472.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:69,"Nga khẳng định đã báo sớm Ukraine khoảng 15 phút trước khi chuyến bay chở 
tù binh Ukraine đến Belgorod, nhưng Kyiv bác bỏ thông tin này.",19 giờ trước,2024-01-25 20:58:33 +00:00
71,76,vnexpress.net,Nga kêu gọi quốc tế điều tra Ukraine vì vụ rơi máy bay chở tù binh,https://vnexpress.net/nga-keu-goi-quoc-te-dieu-tra-ukraine-vi-vu-roi-may-bay-cho-tu-binh-4705050.html,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:70,"Điện Kremlin chỉ trích Kiev và cho rằng cần mở cuộc điều tra quốc tế nhằm 
vào chính phủ Ukraine sau vụ rơi máy bay Il-76 ở tỉnh Belgorod.",1 ngày trước,2024-01-25 15:58:33 +00:00
72,77,nld.com.vn,Nga: Ukraine nhận được cảnh báo trước vụ máy bay rơi,https://nld.com.vn/nga-ukraine-nhan-duoc-canh-bao-truoc-vu-may-bay-roi-196240125222753717.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:71,"Moscow cáo buộc Kiev bắn hạ chiếc Ilyushin Il-76 ở vùng Belgorod - Nga 
khiến toàn bộ 74 người trên khoang thiệt mạng, trong đó Nga nói có 65...",15 giờ trước,2024-01-26 00:58:33 +00:00
73,78,thanhnien.vn,"Nga cáo buộc Ukraine bắn rơi máy bay chở tù binh, Kyiv muốn quốc tế điều tra",https://thanhnien.vn/nga-cao-buoc-ukraine-ban-roi-may-bay-cho-tu-binh-kyiv-muon-quoc-te-dieu-tra-185240125070202068.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:72,"Tổng thống Ukraine Volodymyr Zelensky đã yêu cầu mở cuộc điều tra quốc tế 
về vụ máy bay vận tải quân sự rơi tại Nga, sau khi Moscow cáo buộc...",1 ngày trước,2024-01-25 15:58:33 +00:00
74,79,www.24h.com.vn,"Bộ trưởng Đức ""nói thẳng"" về viện trợ cho Ukraine",https://www.24h.com.vn/tin-tuc-quoc-te/bo-truong-duc-noi-thang-ve-vien-tro-cho-ukraine-c415a1538737.html,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:73,"Bộ trưởng Tài chính Đức cho biết, chi phí hỗ trợ Ukraine cần được phân chia 
công bằng giữa các nước thành viên EU.",1 ngày trước,2024-01-25 15:58:33 +00:00
75,80,dantri.com.vn,"Tìm thấy 2 hộp đen của máy bay ""chở tù binh Ukraine"" bị bắn rơi tại Nga",https://dantri.com.vn/the-gioi/tim-thay-2-hop-den-cua-may-bay-cho-tu-binh-ukraine-bi-ban-roi-tai-nga-20240125171501395.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:74,"(Dân trí) - Nhà chức trách Nga đã tìm thấy 2 hộp đen tại hiện trường vụ rơi 
máy bay vận tải quân sự Il-76 mà Moscow nói bị lực lượng Kiev...",1 ngày trước,2024-01-25 15:58:33 +00:00
76,81,vtc.vn,"Nga ồ ạt tấn công Kharkov, Ukraine đối mặt tình thế 'nghìn cân treo sợi tóc'",https://vtc.vn/nga-o-at-tan-cong-kharkov-ukraine-doi-mat-tinh-the-nghin-can-treo-soi-toc-ar850006.html,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:75,"Ukraine cho biết, Nga đã sử dụng hệ thống phòng không S-300 từ sâu trong 
lãnh thổ nước này để tấn công Kharkov, trong khi Ukraine đang thiếu...",2 giờ trước,2024-01-26 13:58:33 +00:00
77,82,dantri.com.vn,Toàn bộ 74 người trên máy bay Nga chở tù binh Ukraine thiệt mạng,https://dantri.com.vn/the-gioi/toan-bo-74-nguoi-tren-may-bay-nga-cho-tu-binh-ukraine-thiet-mang-20240124172840740.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:76,"(Dân trí) - Thống đốc vùng Belgorod, Nga Vyacheslav Gladkov xác nhận toàn 
bộ 74 người trên vận tải cơ Nga chở tù binh Ukraine đều đã thiệt...",2 ngày trước,2024-01-24 15:58:33 +00:00
78,83,dantri.com.vn,"Đại tá đặc công Ukraine đi bộ 600km, phá hủy 3 oanh tạc cơ Nga",https://dantri.com.vn/the-gioi/dai-ta-dac-cong-ukraine-di-bo-600km-pha-huy-3-oanh-tac-co-nga-20240125103620588.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:77,"(Dân trí) - Một đơn vị đặc nhiệm Ukraine đã đi bộ 600km để phá hủy oanh tạc 
cơ đậu tại sân bay quân sự Nga vào tháng 8 năm ngoái,...",1 ngày trước,2024-01-25 15:58:33 +00:00
79,84,vietnamnet.vn,"Máy bay chở binh sĩ Ukraine bị hắn hạ: Cáo buộc của Moscow và giải thích từ 
Kiev",https://vietnamnet.vn/may-bay-cho-binh-si-ukraine-bi-han-ha-cao-buoc-cua-moscow-va-giai-thich-tu-kiev-2243644.html,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:78,"Nga ngày 24/1 đã cáo buộc Ukraine cố tình bắn hạ một máy bay vận tải quân 
sự của Nga chở 65 binh sĩ Ukraine, khiến tổng cộng 74 người thiệt...",1 ngày trước,2024-01-25 15:58:33 +00:00
80,85,vietnamnet.vn,Cuộc sống trong chiến hào của binh lính Ukraine trên tiền tuyến,https://vietnamnet.vn/cuoc-song-trong-chien-hao-cua-binh-linh-ukraine-tren-tien-tuyen-2243466.html,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:79,"Trong những chiến hào ở tiền tuyến, binh lính Ukraine đã phải đối mặt với 
những cuộc tập kích bằng máy bay không người lái (UAV) và pháo...",17 giờ trước,2024-01-25 22:58:33 +00:00
81,86,vietnamnet.vn,"Pháp chuyển pháo phản lực cho Ukraine, thêm thông tin về vụ máy bay rơi ở 
Nga",https://vietnamnet.vn/phap-chuyen-phao-phan-luc-cho-ukraine-them-thong-tin-ve-vu-may-bay-roi-o-nga-2243941.html,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:80,"Bộ Quốc phòng Pháp cho hay, nước này gần đây đã hoàn tất việc bàn giao cho 
Ukraine thêm một số hệ thống pháo phản lực phóng loạt LRU.",15 giờ trước,2024-01-26 00:58:33 +00:00
82,87,cafef.vn,Toàn bộ tài sản của người giàu nhất Ukraine tại Nga “bốc hơi”,https://cafef.vn/toan-bo-tai-san-cua-nguoi-giau-nhat-ukraine-tai-nga-boc-hoi-188240126140141785.chn,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:81,"Điện Kremlin hôm 25-1 xác nhận tập đoàn của Nga được phép mua lại các công 
ty khai thác than trước đây thuộc sở hữu của nhà tài phiệt...",8 giờ trước,2024-01-26 07:58:33 +00:00
83,88,dantri.com.vn,Ukraine lên tiếng vụ máy bay Nga chở tù binh bị bắn rơi,https://dantri.com.vn/the-gioi/ukraine-len-tieng-vu-may-bay-nga-cho-tu-binh-bi-ban-roi-20240125062843913.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:82,"(Dân trí) - Giới chức Ukraine kêu gọi một cuộc điều tra quốc tế về vụ máy 
bay vận tải Il-76 của Nga bị rơi khiến toàn bộ 74 người trên...",1 ngày trước,2024-01-25 15:58:33 +00:00
84,89,tuoitre.vn,"Những chú mèo ra trận, kiếm tiền quyên góp cho lính Ukraine",https://tuoitre.vn/nhung-chu-meo-ra-tran-kiem-tien-quyen-gop-cho-linh-ukraine-20240125102923836.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:83,"Mạng xã hội Ukraine và Nga đang tràn ngập những chú mèo. Chúng hỗ trợ tinh 
thần binh lính, thu hút các khoản góp cho quân đội và còn chống...",1 ngày trước,2024-01-25 15:58:33 +00:00
85,90,baotintuc.vn,"Vụ rơi máy bay Nga chở tù binh Ukraine: Nga đề nghị HĐBA Liên hợp quốc họp 
khẩn",https://baotintuc.vn/the-gioi/vu-roi-may-bay-nga-cho-tu-binh-ukraine-nga-de-nghi-hdba-lien-hop-quoc-hop-khan-20240125093620982.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:84,"Ngoại trưởng Nga Sergei Lavrov thông báo nước này đã kêu gọi triệu tập 
phiên họp khẩn của HĐBA LHQ trong ngày 25/1 sau vụ rơi máy bay Nga...",1 ngày trước,2024-01-25 15:58:33 +00:00
86,91,tuoitre.vn,Trùm tình báo Ukraine nói không có bằng chứng chủ Wagner Prighozin đã chết,https://tuoitre.vn/trum-tinh-bao-ukraine-noi-khong-co-bang-chung-chu-wagner-prighozin-da-chet-20240123182828144.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:85,"Giám đốc Tổng cục Tình báo Ukraine Kyrylo Budanov cho rằng Nga đang vật lộn 
với việc kiểm soát chất lượng vũ khí và mất nhiều quân hơn số...",3 ngày trước,2024-01-23 15:58:33 +00:00
87,92,baotintuc.vn,Toàn cảnh vụ rơi máy bay quân sự khiến xung đột Nga – Ukraine thêm nóng,https://baotintuc.vn/the-gioi/toan-canh-vu-roi-may-bay-quan-su-khien-xung-dot-nga-ukraine-them-nong-20240125171340759.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:86,"Chiếc máy bay vận tải hạng nặng IL-76 của Nga đang bay về phía Belgorod gần 
biên giới Ukraine thì rơi và bốc cháy. Vụ tai nạn ngay lập tức...",1 ngày trước,2024-01-25 15:58:33 +00:00
88,93,tuoitre.vn,Vụ máy bay Nga chở 65 tù binh Ukraine rơi: Còn nhiều bí ẩn,https://tuoitre.vn/vu-may-bay-nga-cho-65-tu-binh-ukraine-roi-con-nhieu-bi-an-20240125145302903.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:87,"Hiện vẫn chưa rõ lý do tại sao một máy bay vận tải quân sự Nga lại rơi ở 
khu vực Belgorod gần biên giới Ukraine hôm 24-1. Liệu nó bị tên lửa...",1 ngày trước,2024-01-25 15:58:33 +00:00
89,94,vov.vn,Diễn biến chính tình hình chiến sự Nga - Ukraine ngày 26/1,https://vov.vn/the-gioi/dien-bien-chinh-tinh-hinh-chien-su-nga-ukraine-ngay-261-post1073833.vov,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:88,"VOV.VN - Dưới đây là một số diễn biến nổi bật liên quan đến tình hình chiến 
sự giữa Nga và Ukraine ngày 26/1.",17 giờ trước,2024-01-25 22:58:33 +00:00
90,95,baotintuc.vn,Ukraine không có kế hoạch gia hạn hợp đồng trung chuyển khí đốt với Nga,https://baotintuc.vn/the-gioi/ukraine-khong-co-ke-hoach-gia-han-hop-dong-trung-chuyen-khi-dot-voi-nga-20240126123240439.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:89,"Ukraine không có kế hoạch gia hạn hợp đồng trung chuyển khí đốt tự nhiên 
với Nga sau năm 2024.",10 giờ trước,2024-01-26 05:58:33 +00:00
91,96,vov.vn,"Phương Tây cạn viện trợ, Ukraine mất cơ hội “lật kèo” trên chiến trường?",https://vov.vn/the-gioi/quan-sat/phuong-tay-can-vien-tro-ukraine-mat-co-hoi-lat-keo-tren-chien-truong-post1073824.vov,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:90,"VOV.VN - Sau 2 năm chiến sự nổ ra, Nga dường như đang chiếm ưu thế trong 
cuộc chiến then chốt với Ukraine: cuộc chiến đạn dược.",17 giờ trước,2024-01-25 22:58:33 +00:00
92,97,www.vietnamplus.vn,Nga: Máy bay IL-76 chở tù nhân bị phòng không Ukraine bắn rơi,https://www.vietnamplus.vn/nga-may-bay-il-76-cho-tu-nhan-bi-phong-khong-ukraine-ban-roi-post923143.vnp,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:91,"Cơ quan Điều tra Liên bang Nga cho biết quá trình khám nghiệm hiện trường 
vụ rơi máy bay IL-76 chở tù nhân Ukraine để trao đổi, cho thấy...",15 giờ trước,2024-01-26 00:58:33 +00:00
93,98,dantri.com.vn,"Chiến sự Ukraine 23/1: Phòng tuyến mạnh nhất của Kiev ở Avdiivka đã sụp đổ 
- Nga tiến vào thành phố",https://dantri.com.vn/the-gioi/chien-su-ukraine-231-phong-tuyen-manh-nhat-cua-kiev-o-avdiivka-sup-do-20240123102838565.htm,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:92,"(Dân trí) - Các kênh Military Summary, Geroman và Suriyakmaps đồng loạt đưa 
tin, tuyến phòng thủ kiên cố nhất của Ukraine gần Avdiivka đã...",3 ngày trước,2024-01-23 15:58:33 +00:00
94,99,baonghean.vn,'Chúng tôi không biết tiền của Mỹ đi đâu ở Ukraine',https://baonghean.vn/chung-toi-khong-biet-tien-cua-my-di-dau-o-ukraine-post283926.html,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:93,"Thượng nghị sĩ Mỹ J.D. Vance cho rằng mọi người ở Hoa Kỳ không biết số tiền 
phân bổ cho Ukraine đã đi đâu còn tình trạng tham nhũng ở Kiev...",1 ngày trước,2024-01-25 15:58:33 +00:00
95,100,hanoimoi.vn,Ukraine sẽ xây dựng 4 lò phản ứng hạt nhân mới trong năm nay,https://hanoimoi.vn/ukraine-se-xay-dung-4-lo-phan-ung-hat-nhan-moi-trong-nam-nay-656838.html,https://api.dataforseo.com/cdn/i/01261758-7358-0139-0000-ef043fa9d733:94,"Ukraine dự kiến ​​​​xây dựng 4 lò phản ứng điện hạt nhân mới vào mùa hè 
hoặc mùa thu này, Bộ trưởng Năng lượng German Galushchenko nói với...",1 ngày trước,2024-01-25 15:58:33 +00:00
